iter	MultiClass
212	1.207131203
213	1.206765695
214	1.206212532
215	1.205720849
216	1.20498439
217	1.204378655
218	1.203787109
219	1.203302683
220	1.202865323
221	1.202462319
222	1.201757595
223	1.201467438
224	1.200857452
225	1.20043032
226	1.200028591
227	1.199471611
228	1.19881911
229	1.198209481
230	1.19781207
231	1.19719219
232	1.196858875
233	1.196115975
234	1.195841579
235	1.195364579
236	1.194817743
237	1.19419439
238	1.193447618
239	1.192841874
240	1.192356419
241	1.191787101
242	1.191328968
243	1.190846211
244	1.190040066
245	1.189589759
246	1.189223985
247	1.188650155
248	1.188244139
249	1.187627792
250	1.186805446
251	1.186400641
252	1.185824128
253	1.185018231
254	1.184675757
255	1.184142751
256	1.183947947
257	1.183650231
258	1.183222971
259	1.182960206
260	1.182471116
261	1.181886512
262	1.181242383
263	1.180477786
264	1.17999562
265	1.179496032
266	1.17869237
267	1.178268875
268	1.17775388
269	1.177066997
270	1.17671972
271	1.176164428
272	1.175536009
273	1.174906545
274	1.174486122
275	1.173834225
276	1.173624138
277	1.173283096
278	1.172756701
279	1.172221926
280	1.171877447
281	1.171357056
282	1.170915433
283	1.170625696
284	1.170231668
285	1.169282672
286	1.168582584
287	1.168429975
288	1.168090105
289	1.167107709
290	1.166770555
291	1.166360436
292	1.166137294
293	1.165748697
294	1.165251276
295	1.164955867
296	1.164438907
297	1.163882486
298	1.163594778
299	1.163012587
300	1.162112935
301	1.161802324
302	1.161016047
303	1.160515338
304	1.160095788
305	1.159476489
306	1.159217272
307	1.158663297
308	1.158281835
309	1.157505499
310	1.15708988
311	1.156702538
312	1.156216133
313	1.155745168
314	1.155292162
315	1.154874406
316	1.154177566
317	1.15390645
318	1.153542976
319	1.153468222
320	1.152926342
321	1.15233583
322	1.151473185
323	1.150922178
324	1.150168566
325	1.149871573
326	1.149327912
327	1.148789064
328	1.148649412
329	1.148409847
330	1.148009055
331	1.147590314
332	1.147337605
333	1.147065356
334	1.146366942
335	1.145910177
336	1.1454676
337	1.145001544
338	1.144745167
339	1.144021384
340	1.14360942
341	1.143267016
342	1.143124086
343	1.142547431
344	1.142201834
345	1.141728793
346	1.14152578
347	1.141173137
348	1.140471569
349	1.139981034
350	1.139499478
351	1.139040702
352	1.138317094
353	1.137900077
354	1.137408675
355	1.137018443
356	1.13649972
357	1.136208599
358	1.135801584
359	1.135290093
360	1.13504842
361	1.134773353
362	1.134330245
363	1.134038347
364	1.133413358
365	1.1329985
366	1.132495071
367	1.132162377
368	1.131668465
369	1.131604688
370	1.131341579
371	1.130690504
372	1.130495252
373	1.130111763
374	1.129706152
375	1.129463628
376	1.129102838
377	1.128390572
378	1.127822206
379	1.127416792
380	1.126887426
381	1.126237638
382	1.125943768
383	1.125489465
384	1.125253722
385	1.124793676
386	1.124320169
387	1.123893634
388	1.123204582
389	1.12259065
390	1.122016073
391	1.12169245
392	1.121171919
393	1.120922124
394	1.120352935
395	1.119735965
396	1.119433038
397	1.118846487
398	1.118505439
399	1.117886423
400	1.117721198
401	1.117194518
402	1.116897991
403	1.116449486
404	1.116115471
405	1.115513082
406	1.115129897
407	1.114656952
408	1.114352454
409	1.114097902
410	1.113724473
411	1.113247118
412	1.112744403
413	1.112227471
414	1.111784722
415	1.111401398
416	1.110848658
417	1.110321025
418	1.109781997
419	1.109300461
420	1.108867404
421	1.108346715
422	1.108009876
423	1.107750145
424	1.107406284
425	1.10715692
426	1.106719749
427	1.106330236
428	1.106018115
429	1.105582101
430	1.105138939
431	1.104923505
432	1.1044517
433	1.104054401
434	1.103598224
435	1.103343859
436	1.102872416
437	1.102475929
438	1.102076378
439	1.101670368
440	1.101300441
441	1.100863473
442	1.100185193
443	1.09974273
